,sentimentannotation,sentence,category,rule_scores,sentimentclass
337,0,FN kan nu straffa Iran för att få landet att ändra sig .,8 Sidor,1,"[nan, 1.0, nan, -1.0, nan, nan, nan, 1.0, 0.0, nan, 0.0, nan, nan]"
338,0,Andra länder i EU kan få hjälp med pengar för att dela ut frukt och grönsaker till barn i skolan .,8 Sidor,1,"[0.0, 0.0, nan, nan, 1.0, 1.0, 1.0, nan, 0.0, nan, nan, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, nan]"
339,1,Då skulle IFK Göteborg kunna vinna matchen .,8 Sidor,1,"[nan, 0.0, nan, nan, 0.0, 1.0, 0.0, nan]"
340,1,Partiet får flest röster av alla partier i EU-valet i Frankrike .,8 Sidor,1,"[0.0, 1.0, nan, 0.0, nan, nan, 0.0, nan, 0.0, nan, nan, nan]"
341,0,"Partierna i regeringen har flest politiker i riksdagen , med hjälp av Sverigedemokraterna .",8 Sidor,1,"[0.0, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, nan, 1.0, nan, 0.0, nan]"
342,0,Om fler länder tog ansvar skulle vi kunna hjälpa många fler människor än i dag .,8 Sidor,0,"[nan, nan, 0.0, 0.0, -1.0, 0.0, nan, 0.0, 1.0, nan, nan, 0.0, nan, nan, 0.0, nan]"
343,0,Ryttaren Sara Algotsson Ostholt har chans att ta Sveriges första medalj i OS .,8 Sidor,1,"[0.0, nan, nan, nan, 0.0, 1.0, nan, 0.0, nan, nan, 1.0, nan, nan, nan]"
344,1,Vilken härlig skräll .,8 Sidor,1,"[nan, 1.0, 0.0, nan]"
345,1,BB King har fått många fina priser .,8 Sidor,1,"[nan, nan, 0.0, 1.0, nan, 1.0, 0.0, nan]"
346,0,Det kan ha hjälpt till att minska smittan .,8 Sidor,0,"[nan, 0.0, 0.0, 1.0, nan, nan, 0.0, -1.0, nan]"
347,0,Experter från flera länder ska vara med i domstolen .,8 Sidor,1,"[1.0, nan, nan, 0.0, 0.0, 0.0, nan, nan, 0.0, nan]"
348,0,Sverige vill gå med i organisationen Nato där soldater från olika länder samarbetar .,8 Sidor,1,"[nan, 0.0, 1.0, nan, nan, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, 1.0, nan]"
349,0,Det är femte året i rad de första tomaterna kommer därifrån .,8 Sidor,1,"[nan, 0.0, nan, 0.0, nan, 0.0, nan, nan, 0.0, 1.0, nan, nan]"
350,0,Nu har det unga mattesnillet hittat en smart lösning på ett känt matteproblem .,8 Sidor,1,"[nan, 0.0, nan, 0.0, 1.0, 0.0, nan, 1.0, 1.0, nan, nan, 0.0, nan, nan]"
351,0,Nu försöker experterna på Jordbruksverket ta reda på hur korna blev smittade .,8 Sidor,0,"[nan, 0.0, 1.0, nan, nan, 0.0, nan, nan, nan, 0.0, 0.0, -1.0, nan]"
352,−1,Partierna som samarbetar är inte överens om alla förslag .,8 Sidor,1,"[0.0, nan, 1.0, -0.0, nan, nan, nan, nan, 0.0, nan]"
353,1,De har vunnit alla sina matcher .,8 Sidor,1,"[nan, 0.0, 1.0, nan, nan, 0.0, nan]"
354,1,Ljungberg räddade oss med sitt nickmål .,8 Sidor,1,"[nan, 1.0, nan, nan, nan, nan, nan]"
355,−1,"Och det förstör för människors frihet och rättigheter , sa kungen .",8 Sidor,1,"[nan, nan, -1.0, nan, 0.0, 1.0, nan, 1.0, nan, 0.0, 0.0, nan]"
356,1,Flyktingarna räddades av folk från organisationen IOM .,8 Sidor,1,"[0.0, 1.0, nan, 0.0, nan, 0.0, nan, nan]"
357,0,Men nu visar det sig att avtalet inte var så ovanligt .,8 Sidor,0,"[nan, nan, 0.0, nan, nan, nan, -0.0, nan, -0.0, nan, -0.0, nan]"
358,0,Brukar du mata fåglar vid ditt hus eller vet du om ett ställe där fåglar får mat ?,8 Sidor,1,"[0.0, nan, 0.0, 0.0, nan, nan, 0.0, nan, 0.0, nan, nan, nan, 0.0, nan, 0.0, 1.0, 0.0, nan]"
359,−1,Men experter säger att bråken nu är värre än på länge .,8 Sidor,-1,"[nan, 1.0, 0.0, nan, -1.0, nan, 0.0, -1.0, nan, nan, nan, nan]"
360,0,Svenska som andraspråk kan vara viktigt för elever som pratar ett annat språk än svenska hemma .,8 Sidor,1,"[0.0, nan, nan, 0.0, 0.0, 1.0, nan, 0.0, nan, 0.0, nan, nan, 0.0, nan, 0.0, nan, nan]"
361,0,Men det kan ha varit för att lastbilen var för tungt lastad .,8 Sidor,0,"[nan, nan, 0.0, 0.0, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, 0.0, nan]"
362,0,Tidningar med nyheter får 500 miljoner kronor att dela på .,8 Sidor,1,"[0.0, nan, 1.0, 1.0, nan, 0.0, 0.0, nan, 0.0, nan, nan]"
363,0,Laget spelade smart och starkt i försvar .,8 Sidor,1,"[0.0, 0.0, 1.0, nan, 1.0, nan, 0.0, nan]"
364,−1,Hon kunde inte säga nej eller försvara sig .,8 Sidor,-1,"[nan, -1.0, nan, -0.0, 1.0, nan, -1.0, nan, nan]"
365,0,Då gick hennes pappa till en domstol för att få styra över sin dotters liv och pengar .,8 Sidor,1,"[nan, 1.0, nan, 0.0, nan, nan, 0.0, nan, nan, 1.0, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, nan]"
366,0,De bestämde att de skulle samarbeta .,8 Sidor,1,"[nan, 0.0, nan, nan, 0.0, 1.0, nan]"
367,0,Men i år har polisen där bara fått in 17 anmälningar .,8 Sidor,1,"[nan, nan, 0.0, 0.0, 0.0, nan, nan, 1.0, nan, nan, 0.0, nan]"
368,0,"På måndagen kommer det att fortsätta snöa hela dagen , säger experterna på SMHI .",8 Sidor,1,"[nan, 0.0, 1.0, nan, nan, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 1.0, nan, nan, nan]"
369,0,Den senaste tiden har det varit ganska lugnt i Gaza .,8 Sidor,1,"[nan, 0.0, 0.0, 0.0, nan, 0.0, nan, 1.0, nan, nan, nan]"
370,1, Jag är riktigt nöjd .,8 Sidor,1,"[nan, 0.0, 1.0, 1.0, nan]"
371,0,Träd som är annorlunda får ofta vara kvar i skogen .,8 Sidor,1,"[0.0, nan, 0.0, 0.0, 1.0, nan, 0.0, nan, nan, 0.0, nan]"
372,1,Bara på måndagen räddades över 1000 personer .,8 Sidor,1,"[nan, nan, 0.0, 1.0, nan, nan, 0.0, nan]"
373,0,I morgon hoppas 8 SIDOR kunna berätta vem som vann det norska valet .,8 Sidor,1,"[nan, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, nan, 1.0, nan, 0.0, 0.0, nan]"
374,0,"För många unga i många länder är Gothia cup bland det viktigaste de har , säger Dennis Andersson .",8 Sidor,1,"[nan, nan, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan, 1.0, nan, 0.0, nan, 0.0, nan, nan, nan]"
375,0,"Om Sverige hjälpt dem tidigare så hade fler kunnat må bättre i dag , säger kommissionen .",8 Sidor,1,"[nan, nan, 1.0, nan, nan, nan, 0.0, nan, 0.0, 0.0, 1.0, nan, 0.0, nan, 0.0, 0.0, nan]"
376,0,Sveriges regering har arbetat i flera år för att få vara med i FNs säkerhetsråd .,8 Sidor,1,"[nan, 0.0, 0.0, 0.0, nan, nan, 0.0, nan, nan, 1.0, 0.0, nan, nan, nan, 0.0, nan]"
377,0,De struntar i varningarna och åker på ställen där det kan vara farligt .,8 Sidor,-1,"[nan, -1.0, nan, -1.0, nan, 0.0, nan, 0.0, nan, nan, 1.0, 0.0, -1.0, nan]"
378,0,Människorna i Syrien vill ha demokrati och frihet .,8 Sidor,1,"[0.0, nan, nan, 0.0, 0.0, 1.0, nan, 1.0, nan]"
379,0,De två artisterna fick flest röster och gick direkt till final .,8 Sidor,1,"[nan, nan, 0.0, 1.0, nan, 0.0, nan, 1.0, 0.0, nan, 0.0, nan]"
380,0,"Vänsterpartiet tycker att det är viktigt att skydda stränderna så att alla människor kan promenera , bada och fiska .",8 Sidor,1,"[0.0, 0.0, nan, nan, 0.0, 1.0, nan, 1.0, 0.0, nan, nan, nan, 0.0, 1.0, 0.0, nan, 0.0, nan, 0.0, nan]"
381,1,Youssoufa Moukoko kan redan nu tjäna massor med pengar på fotbollen .,8 Sidor,1,"[nan, nan, 1.0, nan, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan]"
382,0,"Nu har landet bett EU och internationella valutafonden , IMF , om hjälp .",8 Sidor,1,"[nan, 0.0, 0.0, 0.0, nan, nan, 0.0, 0.0, nan, nan, nan, nan, 1.0, nan]"
383,0,"Nu säger de fyra partierna Moderaterna , Folkpartiet , Centerpartiet och Kristdemokraterna att de har kommit överens om hur de vill använda Sveriges pengar .",8 Sidor,1,"[nan, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, nan, nan, 0.0, 1.0, nan, nan, nan, nan, 0.0, 0.0, nan, 0.0, nan]"
384,0,Det var ingen bra längdhoppsfinal .,8 Sidor,-1,"[nan, 0.0, nan, -1.0, nan, nan]"
385,1,"Federer har nu tagit 15 segrar , en mer än Pete Sampras .",8 Sidor,1,"[nan, 0.0, nan, 0.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan]"
386,0,Miljöpartiet säger att de flesta av barnen nu kommer att få stanna i Sverige .,8 Sidor,1,"[nan, 0.0, nan, nan, nan, nan, 0.0, nan, 0.0, nan, 1.0, 0.0, nan, nan, nan]"
387,−1,Tusentals ungdomar har inte klarat av att betala sina sms-lån .,8 Sidor,-1,"[nan, -0.0, -0.0, nan, -1.0, nan, nan, 0.0, nan, nan, nan]"
388,−1,Många experter säger att det är dåligt för klimatet .,8 Sidor,0,"[nan, 1.0, 0.0, nan, nan, 0.0, -1.0, nan, 0.0, nan]"
389,0,Den som har betalat för mycket skatt får tillbaka pengar .,8 Sidor,1,"[nan, nan, 0.0, 0.0, nan, nan, 0.0, 1.0, nan, 0.0, nan]"
390,1,Nasrin Sotoudeh får priset för att hon kämpar för människors rättigheter i Iran .,8 Sidor,1,"[nan, nan, 1.0, 0.0, nan, nan, nan, 0.0, nan, 0.0, 1.0, nan, nan, nan]"
391,1,I pausen skulle sjuka och skadade kunna lämna området Ghouta .,8 Sidor,-1,"[nan, 0.0, 0.0, -1.0, nan, -1.0, 1.0, 0.0, 0.0, nan, nan]"
392,1," Det här var bättre än allt jag hoppades på , säger Zebastian Modin .",8 Sidor,1,"[nan, nan, 0.0, 1.0, nan, nan, nan, 1.0, nan, nan, 0.0, nan, nan, nan]"
393,0,Nu kan hon tänka sig att sänka skatten på kärnkraft så att kraftverken får vara kvar in några år till .,8 Sidor,1,"[nan, 0.0, nan, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan, 0.0, 1.0, 0.0, nan, nan, nan, 0.0, nan, nan]"
394,0,Men det räcker inte med att få undervisning hemma .,8 Sidor,1,"[nan, nan, -0.0, nan, nan, nan, 1.0, 0.0, nan, nan]"
395,0,Myndigheten Försvarsmakten jobbar med soldaterna som ska försvara Sverige om det blir krig .,8 Sidor,0,"[0.0, 0.0, 0.0, nan, 0.0, nan, 0.0, 1.0, nan, nan, nan, 0.0, -1.0, nan]"
396,0,"Därför kommer hon inte efter i skolan , trots att hon är borta varje fredag .",8 Sidor,1,"[nan, 1.0, nan, nan, nan, nan, 0.0, nan, nan, nan, nan, 0.0, nan, nan, 0.0, nan]"
397,0,Senare i vår får vi veta om det blir äkta kärlek i något av programmen .,8 Sidor,1,"[nan, nan, 0.0, 1.0, nan, 0.0, nan, nan, 0.0, 1.0, 1.0, nan, nan, nan, 0.0, nan]"
398,0,Där de börjar växa blir det svårare för andra växter att klara sig .,8 Sidor,0,"[nan, nan, 0.0, 0.0, 0.0, nan, -1.0, nan, 0.0, 0.0, nan, 1.0, nan, nan]"
399,1,17-årige Truls Möregårdh från Sverige fick en bra start i VM i bordtennis .,8 Sidor,1,"[nan, nan, nan, nan, nan, 1.0, nan, 1.0, 0.0, nan, nan, nan, 0.0, nan]"
400,0,Vi kan drömma om monster på havets botten .,8 Sidor,1,"[nan, 1.0, 1.0, nan, nan, nan, 0.0, 0.0, nan]"
401,1,Den fick bland annat pris som den bästa svenska filmen förra året .,8 Sidor,1,"[nan, 1.0, nan, nan, 0.0, nan, nan, 1.0, 0.0, 0.0, 0.0, 0.0, nan]"
402,1,Det känns fantastiskt .,8 Sidor,1,"[nan, 0.0, 1.0, nan]"
403,0,De två artisterna kan vinna sju priser var .,8 Sidor,1,"[nan, nan, 0.0, 1.0, 1.0, nan, 0.0, 0.0, nan]"
404,0,Men Zlatan får spela i den franska cupfinalen på söndag .,8 Sidor,1,"[nan, nan, 1.0, 0.0, nan, nan, 0.0, nan, nan, 0.0, nan]"
405,0,Det betyder att alla människor ska få vara med och bestämma .,8 Sidor,1,"[nan, 0.0, nan, nan, 0.0, 0.0, 1.0, 0.0, nan, nan, 0.0, nan]"
406,−1,Maria Borelius säger att hon har gjort fel och inte kommer att göra om någonting liknande .,8 Sidor,-1,"[nan, nan, 0.0, nan, nan, 0.0, 0.0, nan, nan, nan, -1.0, nan, 0.0, nan, nan, 0.0, nan]"
407,1,Britten Ben Maher vann .,8 Sidor,1,"[0.0, nan, nan, 1.0, nan]"
408,1,17-åriga rapparen Einár fick pris för årets bästa låt .,8 Sidor,1,"[nan, 0.0, nan, 1.0, 0.0, nan, 0.0, 1.0, 0.0, nan]"
409,−1,Alla vuxna över 18 år och vissa barn som har högre risk att bli svårt sjuka skulle få vaccin under det första halvåret .,8 Sidor,-1,"[nan, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, nan, 0.0, 0.0, -1.0, nan, 0.0, -1.0, -1.0, 0.0, 1.0, 1.0, nan, nan, nan, 0.0, nan]"
410,0,"I dag , fredag , hålls en stor minneshögtid vid slottet i London .",8 Sidor,1,"[nan, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, nan, nan, 1.0, nan, nan, nan]"
411,0,Astronauterna hade med sig en bil så de kunde köra på månen .,8 Sidor,0,"[0.0, 0.0, nan, nan, nan, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, nan]"
412,0,Det är viktigt för att personer som gjort brott inte ska kunna gömma sig i ett annat land .,8 Sidor,0,"[nan, 0.0, 1.0, nan, nan, -0.0, nan, 0.0, -1.0, nan, -0.0, -0.0, 0.0, nan, nan, nan, nan, 0.0, nan]"
413,0,Persson och universitetet i Örebro är oskyldiga och det blir inte någon rättegång i en domstol .,8 Sidor,1,"[nan, nan, 0.0, nan, nan, 0.0, 1.0, nan, nan, -0.0, nan, nan, -0.0, nan, nan, 0.0, nan]"
414,0,"Det här är en bra lösning på de problem som funnits , säger den svenska EU-kommissionären Cecilia Malmström .",8 Sidor,1,"[nan, nan, 0.0, nan, 1.0, 1.0, nan, nan, -1.0, nan, 0.0, nan, 0.0, nan, 0.0, nan, nan, nan, nan]"
415,0,Både muslimer och judar får komma till de heliga platserna på Tempelberget .,8 Sidor,1,"[nan, 0.0, nan, 0.0, 1.0, 0.0, nan, nan, 0.0, 0.0, nan, nan, nan]"
416,1,Det är ganska lätt .,8 Sidor,1,"[nan, 0.0, nan, 1.0, nan]"
417,0,Men många säger att Tymosjenko är oskyldig och måste släppas fri .,8 Sidor,1,"[nan, nan, 0.0, nan, nan, 0.0, 1.0, nan, 0.0, 0.0, 1.0, nan]"
418,1,Lund är den bästa kommunen för alla i skolan .,8 Sidor,1,"[nan, 0.0, nan, 1.0, 0.0, nan, nan, nan, 0.0, nan]"
419,−1,Hon fick operera sitt dåliga knä i vintras .,8 Sidor,0,"[nan, 1.0, 0.0, nan, -1.0, 0.0, nan, nan, nan]"
420,−1,De flesta länder har vägrat att samarbeta med Zimbabwe .,8 Sidor,0,"[nan, nan, 0.0, 0.0, -1.0, nan, 1.0, nan, nan, nan]"
421,1,"Jag är förstås väldigt glad att regeringen vill att jag fortsätter , säger Cecilia Malmström .",8 Sidor,1,"[nan, 0.0, nan, 0.0, 1.0, nan, 0.0, 0.0, nan, nan, 0.0, nan, 0.0, nan, nan, nan]"
422,−1,De gripna är misstänkta för att ha varit med och startat bråket .,8 Sidor,-1,"[nan, 1.0, 0.0, -1.0, nan, nan, 0.0, 0.0, nan, nan, 0.0, -1.0, nan]"
423,1,"Det är en glad nyhet för oss , säger Erik Arroy som är ledare för Sveriges studenter .",8 Sidor,1,"[nan, 0.0, nan, 1.0, 1.0, nan, nan, nan, 0.0, nan, nan, nan, 0.0, 0.0, nan, nan, 0.0, nan]"
424,1,Ukraina fick gas igen .,8 Sidor,1,"[nan, 1.0, 0.0, nan, nan]"
425,0,Men cannabis kommer inte att få säljas helt fritt .,8 Sidor,1,"[nan, -1.0, -0.0, nan, nan, 1.0, 0.0, 0.0, 1.0, nan]"
426,1,Nu kan de se fram emot en sommar med mycket mygg .,8 Sidor,1,"[nan, 1.0, nan, 0.0, nan, nan, nan, 0.0, nan, nan, 0.0, nan]"
427,0,Japans regering och kärnkraftsföretaget Tepco samarbetar för att minska skadorna och stoppa utsläppen från det förstörda kraftverket .,8 Sidor,-1,"[nan, 0.0, nan, nan, nan, 1.0, nan, nan, 0.0, -1.0, nan, 0.0, -1.0, nan, nan, -1.0, 0.0, nan]"
428,−1,Svenskorna hade spelet och chanserna men hade svårt att göra mål .,8 Sidor,0,"[0.0, 0.0, 0.0, nan, 1.0, nan, 0.0, -1.0, nan, 0.0, 0.0, nan]"
429,1,"Jag är väldigt överraskad , sade 19-åriga Ebba Andersson efter segern .",8 Sidor,1,"[nan, 0.0, 0.0, 0.0, nan, 0.0, nan, nan, nan, nan, 1.0, nan]"
430,−1,En tredjedel av eleverna har inte godkända betyg .,8 Sidor,1,"[nan, -0.0, nan, 0.0, -0.0, nan, 1.0, -0.0, nan]"
431,−1,Då ökar risken att de får ont i ryggen och nacken .,8 Sidor,-1,"[nan, 0.0, -1.0, nan, nan, 1.0, -1.0, nan, 0.0, nan, 0.0, nan]"
432,0,Många som bor i Gaza stöttar inte Hamas och deras idéer .,8 Sidor,-1,"[nan, nan, 0.0, nan, nan, -1.0, nan, nan, nan, nan, 0.0, nan]"
433,0,Sverige måste vinna för att få fortsätta spela i EM .,8 Sidor,1,"[nan, 0.0, 1.0, nan, nan, 1.0, 0.0, 0.0, nan, nan, nan]"
434,0,Till och med den 6 april går det att skicka in sin film med sång .,8 Sidor,1,"[nan, nan, nan, nan, nan, 0.0, 1.0, nan, nan, 0.0, nan, nan, 0.0, nan, 0.0, nan]"
435,1,Kul att killarna får göra många mål .,8 Sidor,1,"[1.0, nan, 0.0, 1.0, 0.0, nan, 0.0, nan]"
436,−1,Det gick inte att ta betalt när datorerna inte fungerade .,8 Sidor,-1,"[nan, -1.0, nan, nan, 0.0, 0.0, nan, -0.0, nan, -1.0, nan]"
437,0,Från 1988 har den som äger en bil kunnat köpa en egen skylt till bilen .,8 Sidor,1,"[nan, nan, 0.0, nan, nan, 0.0, nan, 0.0, 1.0, 0.0, nan, 0.0, 0.0, nan, 0.0, nan]"
438,0,Han ska klaga på domen för att få en ny rättegång .,8 Sidor,0,"[nan, 0.0, -1.0, nan, 0.0, nan, nan, 1.0, nan, 0.0, 0.0, nan]"
439,0,"När det finns folk som kräver att han ska dödas är det bäst att hålla sig undan , säger Kristinn Hrafnsson på Wikileaks .",8 Sidor,-1,"[nan, nan, 0.0, 0.0, nan, -1.0, nan, nan, 0.0, -1.0, 0.0, nan, 1.0, nan, 0.0, nan, nan, nan, 0.0, nan, nan, nan, nan, nan]"
440,0,Men när tittarnas poäng kom förändrades allt .,8 Sidor,1,"[nan, nan, 0.0, 1.0, 0.0, 0.0, nan, nan]"
441,1,"Det är en ära att få leda programmet , sade Sanna Nielsen .",8 Sidor,1,"[nan, 0.0, nan, 1.0, nan, 1.0, 0.0, 0.0, nan, 0.0, nan, nan, nan]"
442,0,"De som bor där har rätt till skydd i andra länder , till exempel i Sverige .",8 Sidor,1,"[nan, nan, 0.0, nan, 0.0, 1.0, nan, 1.0, nan, 0.0, 0.0, nan, nan, 0.0, nan, nan, nan]"
443,1,USA vann lätt sin kvartsfinal mot England med 3-0 .,8 Sidor,1,"[nan, 1.0, 1.0, nan, 0.0, nan, nan, nan, nan, nan]"
444,0,Sedan ska alla i Sverige kunna få vaccinet .,8 Sidor,1,"[nan, 0.0, nan, nan, nan, 0.0, 1.0, 1.0, nan]"
445,−1,Pär Nuder var inte beredd på att han skulle få sparken .,8 Sidor,1,"[nan, nan, -0.0, nan, -0.0, nan, nan, nan, 0.0, 1.0, 0.0, nan]"
446,0,En extra skatt för de allra rikaste tas bort i januari 1010 .,8 Sidor,1,"[nan, 1.0, 0.0, nan, nan, nan, 1.0, 0.0, nan, nan, 0.0, nan, nan]"
447,1,Tyskland visade fantasi och skärpa i anfallsspelet och skapade massor av vassa chanser .,8 Sidor,1,"[nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, nan, 0.0, 1.0, nan]"
448,−1,Sedan slog de sönder den och bar bort den .,8 Sidor,0,"[nan, -1.0, nan, nan, nan, nan, 1.0, nan, nan, nan]"
449,−1,Om personer som jobbar i kommuner blir hotade för att hjälpa folk är det ett hot mot demokratin .,8 Sidor,0,"[nan, 0.0, nan, 0.0, nan, 0.0, 0.0, -1.0, nan, nan, 1.0, 0.0, 0.0, nan, nan, -1.0, nan, 1.0, nan]"
450,0,"Ungdomar som vill dansa och lyssna på musik har rätt att få göra det , Religiösa extremister ska inte få stoppa dem , skriver hon i sin artikel .",8 Sidor,1,"[0.0, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, 0.0, 1.0, nan, 1.0, 0.0, nan, nan, 0.0, -0.0, -0.0, nan, -1.0, 0.0, nan, nan, 0.0, nan, nan, nan, 0.0, nan]"
451,−1,Hon vill snabbt slippa alla regler och lagar i EU och stänga landets gränser .,8 Sidor,1,"[nan, 0.0, 0.0, 1.0, nan, 0.0, nan, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, nan]"
452,0,Då har tingsrätten bestämt vilket straff Mijailo Mijailovic ska få .,8 Sidor,0,"[nan, 0.0, 0.0, 0.0, nan, -1.0, nan, nan, 0.0, 1.0, nan]"
453,1,Men det finns också människor som är glada för det som hänt .,8 Sidor,1,"[nan, nan, 0.0, nan, 0.0, nan, 0.0, 1.0, nan, nan, nan, 0.0, nan]"
454,0,Än så länge har USA väntat på att vapenexperterna ska bli klara .,8 Sidor,1,"[nan, nan, nan, 0.0, nan, 0.0, nan, nan, nan, 0.0, 0.0, 1.0, nan]"
455,1,Människor som flyr krig och förföljelser måste kunna få skydd i ett annat land .,8 Sidor,0,"[0.0, nan, -1.0, -1.0, nan, -1.0, 0.0, 1.0, 1.0, 1.0, nan, nan, nan, 0.0, nan]"
456,1,"Om Turkiet får köpa vapen från länderna , så kan Turkiet kanske samtidigt gå med på att säga ja till Sverige , tror experter .",8 Sidor,1,"[nan, nan, 1.0, 0.0, 0.0, nan, 0.0, nan, nan, 1.0, nan, nan, 0.0, 1.0, nan, nan, nan, 0.0, 1.0, nan, nan, nan, 0.0, 1.0, nan]"
457,1,Tyskland vann med 4-3 .,8 Sidor,1,"[nan, 1.0, nan, nan, nan]"
458,0,På mötet sa hon att alla länder i EU måste hjälpas åt så att alla människor kan få vaccin mot corona .,8 Sidor,1,"[nan, 0.0, 0.0, nan, nan, nan, 0.0, nan, nan, 0.0, 1.0, nan, nan, nan, nan, 0.0, 0.0, 1.0, 1.0, nan, nan, nan]"
459,0,Men en tidning som stöder Assads regering skrev på tisdagen att det är för sent för fredssamtal .,8 Sidor,1,"[nan, nan, 0.0, nan, 1.0, nan, 0.0, 0.0, nan, 0.0, nan, nan, 0.0, nan, 0.0, nan, 0.0, nan]"
460,0,De har alla varit mästare i sina idrotter .,8 Sidor,1,"[nan, 0.0, nan, 0.0, 1.0, nan, nan, 0.0, nan]"
461,0,Det finns inga soldater som har som uppgift att hjälpa till med sådant .,8 Sidor,1,"[nan, 0.0, nan, -0.0, nan, -0.0, nan, 0.0, nan, 1.0, nan, nan, nan, nan]"
462,1,Men Sveriges damer kämpade bra och lyckades vinna .,8 Sidor,1,"[nan, nan, 0.0, 0.0, nan, nan, 1.0, 1.0, nan]"
463,−1,Men regeringen har inte lyckats få planerna godkända av riksdagen .,8 Sidor,1,"[nan, -0.0, -0.0, nan, -1.0, 1.0, 0.0, 1.0, nan, 0.0, nan]"
464,0,Kristdemokraterna vann valet i Österrike .,8 Sidor,1,"[0.0, 1.0, 0.0, nan, nan, nan]"
465,1,Samtidigt har han varit en av de bästa backarna .,8 Sidor,1,"[0.0, 0.0, nan, 0.0, nan, nan, nan, 1.0, 0.0, nan]"
466,1,Läget blir bättre .,8 Sidor,1,"[0.0, 0.0, 1.0, nan]"
467,1,På torsdagen vann hon guld i loppet på medeldistans i VM .,8 Sidor,1,"[nan, 0.0, 1.0, nan, 1.0, nan, 0.0, nan, 0.0, nan, nan, nan]"
468,1,Många åkte dit för att hjälpa dem .,8 Sidor,1,"[nan, 0.0, nan, nan, nan, 1.0, nan, nan]"
469,1,Sedan dess har det blivit åtta maratonlopp för den pigge gamle löparen .,8 Sidor,1,"[nan, nan, 0.0, nan, 0.0, nan, 0.0, nan, nan, 1.0, 0.0, 0.0, nan]"
470,1,"Det är en belöning för all hård träning , säger Nicole Munn till 8 Sidor .",8 Sidor,1,"[nan, 0.0, nan, 1.0, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan, nan, nan, 0.0, nan]"
471,0,Där finns många vackra trähus som är flera hundra år gamla .,8 Sidor,1,"[nan, 0.0, nan, 1.0, 0.0, nan, 0.0, nan, nan, 0.0, 0.0, nan]"
472,0,Han behöver hjälp från svenska staten för att kunna ta med barnen hem .,8 Sidor,1,"[nan, 0.0, 1.0, nan, 0.0, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan]"
473,−1,Frankrike har fått hård kritik av EU för att landet utvisade massor av romer i somras .,8 Sidor,-1,"[nan, 0.0, 1.0, 0.0, -1.0, nan, nan, nan, nan, 0.0, -1.0, 0.0, nan, 0.0, nan, nan, nan]"
474,−1,Det blev ingen medalj för Tove Alexandersson tisdagens lopp i orienterings-VM .,8 Sidor,-1,"[nan, 0.0, nan, -1.0, nan, nan, nan, 0.0, 0.0, nan, nan, nan]"
475,0,Domstolen tror inte heller att naturen runt gruvan kan skadas .,8 Sidor,0,"[-0.0, -0.0, nan, nan, nan, 0.0, nan, 0.0, 1.0, -1.0, nan]"
476,−1,Ingen vet när de kan flytta hem igen .,8 Sidor,0,"[nan, 0.0, nan, nan, 0.0, 0.0, nan, nan, nan]"
477,−1,Misslyckas Jon med att komma till OS blir det han som får betala Jens .,8 Sidor,1,"[-1.0, nan, nan, nan, 1.0, nan, nan, 0.0, nan, nan, nan, 1.0, 0.0, nan, nan]"
478,1,Sveriges bästa bordtennis-spelare vann finalen i Europaligan mot Vitryssland .,8 Sidor,1,"[nan, 1.0, nan, 1.0, 0.0, nan, nan, nan, nan, nan]"
479,1,Sverige har fått en lätt start .,8 Sidor,1,"[nan, 0.0, 1.0, nan, 0.0, 0.0, nan]"
480,1,Hon är mycket glad över att spelet fungerar så bra .,8 Sidor,1,"[nan, 0.0, nan, 1.0, nan, nan, 0.0, 1.0, nan, 1.0, nan]"
481,0,"De som fått tillstånd att stanna i Sverige måste få hjälp att ordna bostad , jobb eller utbildning .",8 Sidor,1,"[nan, nan, 1.0, 1.0, nan, 0.0, nan, nan, 0.0, 1.0, 1.0, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan]"
482,1,Finalen mot Rafael Nadal blev en riktigt häftig match med mycket fint spel .,8 Sidor,1,"[0.0, nan, nan, nan, 0.0, nan, 1.0, 1.0, 0.0, nan, nan, 1.0, 0.0, nan]"
